lake,date,month,day,year,time,tow,proc_date,id,total_vol,subsample_vol,subsample,family,number
SB,2018-08-15,8,15,2018,unk,3,1/3/2019,Matt,100,1,2,Bosminidae,1
MCD,2018-08-15,8,15,2018,unk,1,1/4/2019,Matt,100,1,1,Bosminidae,1
SB,2018-08-15,8,15,2018,unk,2,1/2/2019,Matt,100,1,1,Bosminidae,2
SB,2018-08-15,8,15,2018,unk,2,1/2/2019,Matt,100,1,2,Bosminidae,2
MCD,2019-05-20,5,20,2019,Night,1,8/29/2019,Aly,100,1,1,Bosminidae,1
MCD,2019-05-20,5,20,2019,Night,1,8/29/2019,Aly,100,1,2,Bosminidae,2
MCD,2019-05-20,5,20,2019,Night,1,8/29/2019,Aly,100,1,3,Bosminidae,5
MCD,2019-05-20,5,20,2019,Night,2,8/29/2019,Aly,100,1,1,Bosminidae,5
MCD,2019-05-20,5,20,2019,Night,2,8/29/2019,Aly,100,1,2,Bosminidae,6
MCD,2019-05-20,5,20,2019,Night,2,8/29/2019,Aly,100,1,3,Bosminidae,16
SB,2019-05-23,5,23,2019,Night,3,8/29/2019,Aly,100,1,2,Bosminidae,1
SB,2019-05-23,5,23,2019,Night,1,8/29/2019,Aly,100,1,1,Bosminidae,6
SB,2019-05-29,5,29,2019,Night,2,9/3/2019,Aly,100,1,3,Bosminidae,1
SB,2019-05-29,5,29,2019,Night,2,9/3/2019,Aly,100,1,1,Bosminidae,2
SB,2019-05-29,5,29,2019,Night,3,9/3/2019,Aly,100,1,2,Bosminidae,3
SB,2019-05-29,5,29,2019,Night,2,9/3/2019,Aly,100,1,2,Bosminidae,4
SB,2019-05-29,5,29,2019,Night,1,9/3/2019,Aly,100,1,2,Bosminidae,5
SB,2019-05-29,5,29,2019,Night,3,9/3/2019,Aly,100,1,1,Bosminidae,6
SB,2019-05-29,5,29,2019,Night,3,9/3/2019,Aly,100,1,3,Bosminidae,6
SB,2019-05-29,5,29,2019,Night,1,9/3/2019,Aly,100,1,1,Bosminidae,9
SB,2019-05-29,5,29,2019,Night,1,9/3/2019,Aly,100,1,3,Bosminidae,11
MCD,2019-05-29,5,29,2019,Night,2,9/3/2019,Aly,100,1,2,Bosminidae,236
MCD,2019-05-29,5,29,2019,Night,2,9/3/2019,Aly,100,1,3,Bosminidae,332
MCD,2019-05-29,5,29,2019,Night,2,9/3/2019,Aly,100,1,1,Bosminidae,388
MCD,2019-05-29,5,29,2019,Night,1,8/29/2019,Aly,100,1,1,Bosminidae,427
MCD,2019-05-29,5,29,2019,Night,1,8/29/2019,Aly,100,1,2,Bosminidae,440
MCD,2019-05-29,5,29,2019,Night,1,8/29/2019,Aly,100,1,3,Bosminidae,608
MCD,2019-05-29,5,29,2019,Night,3,9/3/2019,Aly,100,1,3,Bosminidae,648
MCD,2019-05-29,5,29,2019,Night,3,9/3/2019,Aly,100,1,1,Bosminidae,700
MCD,2019-05-29,5,29,2019,Night,3,9/3/2019,Aly,100,1,2,Bosminidae,704
MCD,2019-06-03,6,3,2019,Night,3,9/4/2019,Aly,100,1,1,Bosminidae,20
MCD,2019-06-03,6,3,2019,Night,1,9/4/2019,Aly,100,1,1,Bosminidae,32
MCD,2019-06-03,6,3,2019,Night,1,9/4/2019,Aly,100,1,3,Bosminidae,34
MCD,2019-06-03,6,3,2019,Night,3,9/4/2019,Aly,100,1,3,Bosminidae,38
MCD,2019-06-03,6,3,2019,Night,2,9/4/2019,Aly,100,1,1,Bosminidae,43
MCD,2019-06-03,6,3,2019,Night,3,9/4/2019,Aly,100,1,2,Bosminidae,50
MCD,2019-06-03,6,3,2019,Night,1,9/4/2019,Aly,100,1,2,Bosminidae,60
MCD,2019-06-03,6,3,2019,Night,2,9/4/2019,Aly,100,1,2,Bosminidae,66
MCD,2019-06-03,6,3,2019,Night,2,9/4/2019,Aly,100,1,3,Bosminidae,70
SB,2019-06-05,6,5,2019,Night,1,9/3/2019,Aly,100,1,1,Bosminidae,3
SB,2019-06-06,6,6,2019,Day,1,8/27/2019,Aly,100,1,3,Bosminidae,1
SB,2019-06-06,6,6,2019,Day,2,8/27/2019,Aly,100,1,1,Bosminidae,1
SB,2019-06-06,6,6,2019,Day,2,8/27/2019,Aly,100,1,3,Bosminidae,1
SB,2019-06-06,6,6,2019,Day,3,8/27/2019,Aly,100,1,1,Bosminidae,1
SB,2019-06-06,6,6,2019,Day,3,8/27/2019,Aly,100,1,2,Bosminidae,1
MCD,2019-06-06,6,6,2019,Day,1,8/28/2019,Aly,100,1,2,Bosminidae,1
MCD,2019-06-06,6,6,2019,Day,1,8/28/2019,Aly,100,1,3,Bosminidae,2
MCD,2019-06-06,6,6,2019,Day,2,8/28/2019,Aly,100,1,3,Bosminidae,2
MCD,2019-06-06,6,6,2019,Day,3,8/28/2019,Aly,100,1,2,Bosminidae,2
MCD,2019-06-06,6,6,2019,Day,2,8/28/2019,Aly,100,1,2,Bosminidae,3
MCD,2019-06-06,6,6,2019,Day,1,8/28/2019,Aly,100,1,1,Bosminidae,8
SB,2019-06-12,6,12,2019,Night,3,9/3/2019,Aly,100,1,3,Bosminidae,1
MCD,2019-06-13,6,13,2019,Night,3,9/4/2019,Aly,100,1,2,Bosminidae,1
MCD,2019-06-13,6,13,2019,Night,1,9/4/2019,Aly,100,1,1,Bosminidae,2
MCD,2019-06-13,6,13,2019,Night,1,9/4/2019,Aly,100,1,3,Bosminidae,3
SB,2019-06-19,6,19,2019,Night,1,9/3/2019,Aly,100,1,3,Bosminidae,1
SB,2019-06-19,6,19,2019,Night,2,9/3/2019,Aly,100,1,1,Bosminidae,1
MCD,2019-06-19,6,19,2019,Night,2,9/4/2019,Aly,100,1,2,Bosminidae,2
MCD,2019-06-19,6,19,2019,Night,1,9/4/2019,Aly,100,1,2,Bosminidae,3
MCD,2019-06-19,6,19,2019,Night,1,9/4/2019,Aly,100,1,3,Bosminidae,4
MCD,2019-06-19,6,19,2019,Night,2,9/4/2019,Aly,100,1,1,Bosminidae,5
MCD,2019-06-19,6,19,2019,Night,3,9/4/2019,Aly,100,1,2,Bosminidae,9
MCD,2019-06-19,6,19,2019,Night,1,9/4/2019,Aly,100,1,1,Bosminidae,10
SB,2019-06-20,6,20,2019,Day,1,8/27/2019,Aly,100,1,1,Bosminidae,1
SB,2019-06-20,6,20,2019,Day,3,8/27/2019,Aly,100,1,3,Bosminidae,1
MCD,2019-06-20,6,20,2019,Day,1,8/28/2019,Aly,100,1,2,Bosminidae,1
MCD,2019-06-20,6,20,2019,Day,2,8/28/2019,Aly,100,1,2,Bosminidae,1
MCD,2019-06-20,6,20,2019,Day,3,8/28/2019,Aly,100,1,2,Bosminidae,1
MCD,2019-06-25,6,25,2019,Night,2,9/4/2019,Aly,100,1,2,Bosminidae,2
MCD,2019-06-25,6,25,2019,Night,3,9/4/2019,Aly,100,1,2,Bosminidae,2
MCD,2019-06-25,6,25,2019,Night,1,9/4/2019,Aly,100,1,1,Bosminidae,3
MCD,2019-06-25,6,25,2019,Night,2,9/4/2019,Aly,100,1,1,Bosminidae,3
MCD,2019-06-25,6,25,2019,Night,2,9/4/2019,Aly,100,1,3,Bosminidae,3
MCD,2019-06-25,6,25,2019,Night,1,9/4/2019,Aly,100,1,3,Bosminidae,4
MCD,2019-06-25,6,25,2019,Night,3,9/4/2019,Aly,100,1,1,Bosminidae,6
MCD,2019-06-25,6,25,2019,Night,3,9/4/2019,Aly,100,1,3,Bosminidae,7
SB,2019-06-26,6,26,2019,Night,1,9/3/2019,Aly,100,1,1,Bosminidae,1
SB,2019-06-26,6,26,2019,Night,2,9/3/2019,Aly,100,1,2,Bosminidae,1
SB,2019-06-26,6,26,2019,Night,3,9/3/2019,Aly,100,1,1,Bosminidae,1
MCD,2019-07-02,7,2,2019,Night,2,9/4/2019,Aly,100,1,3,Bosminidae,1
MCD,2019-07-02,7,2,2019,Night,1,9/4/2019,Aly,100,1,3,Bosminidae,2
MCD,2019-07-02,7,2,2019,Night,2,9/4/2019,Aly,100,1,2,Bosminidae,2
SB,2019-07-02,7,2,2019,Night,1,9/3/2019,Aly,100,1,3,Bosminidae,5
SB,2019-07-03,7,3,2019,Day,2,8/27/2019,Aly,100,1,3,Bosminidae,1
SB,2019-07-03,7,3,2019,Day,3,8/27/2019,Aly,100,1,3,Bosminidae,1
MCD,2019-07-03,7,3,2019,Day,1,8/28/2019,Aly,100,1,1,Bosminidae,1
MCD,2019-07-03,7,3,2019,Day,2,8/28/2019,Aly,100,1,3,Bosminidae,1
MCD,2019-07-03,7,3,2019,Day,3,8/28/2019,Aly,100,1,1,Bosminidae,1
SB,2019-07-03,7,3,2019,Day,1,8/27/2019,Aly,100,1,2,Bosminidae,2
MCD,2019-07-11,7,11,2019,Night,3,9/4/2019,Aly,100,1,2,Bosminidae,3
MCD,2019-07-11,7,11,2019,Night,3,9/4/2019,Aly,100,1,3,Bosminidae,6
MCD,2019-07-18,7,18,2019,Night,2,9/4/2019,Aly,100,1,2,Bosminidae,1
MCD,2019-07-18,7,18,2019,Night,3,9/4/2019,Aly,100,1,2,Bosminidae,1
SB,2019-07-19,7,19,2019,Day,3,8/27/2019,Aly,100,1,1,Bosminidae,2
MCD,2019-08-14,8,14,2019,Day,2,8/28/2019,Aly,100,1,2,Bosminidae,1
SB,2019-08-15,8,15,2019,Day,1,8/28/2019,Aly,100,1,1,Bosminidae,1
SB,2019-08-15,8,15,2019,Day,1,8/28/2019,Aly,100,1,3,Bosminidae,1
MCD,2020-05-19,5,19,2020,Night,1,9/28/2020,Aly,100,1,2,Bosminidae,21
MCD,2020-05-19,5,19,2020,Night,1,9/28/2020,Aly,100,1,3,Bosminidae,22
MCD,2020-05-19,5,19,2020,Night,4,9/28/2020,Aly,100,1,3,Bosminidae,26
MCD,2020-05-19,5,19,2020,Night,2,9/28/2020,Aly,100,1,1,Bosminidae,32
MCD,2020-05-19,5,19,2020,Night,4,9/28/2020,Aly,100,1,2,Bosminidae,38
MCD,2020-05-19,5,19,2020,Night,2,9/28/2020,Aly,100,1,3,Bosminidae,52
MCD,2020-05-19,5,19,2020,Night,2,9/28/2020,Aly,100,1,2,Bosminidae,55
MCD,2020-05-19,5,19,2020,Night,1,9/28/2020,Aly,100,1,1,Bosminidae,68
MCD,2020-05-19,5,19,2020,Night,4,9/28/2020,Aly,100,1,1,Bosminidae,72
SB,2020-05-20,5,20,2020,Night,2,9/29/2020,Aly,100,1,3,Bosminidae,2
SB,2020-05-20,5,20,2020,Night,1,9/28/2020,Aly,100,1,1,Bosminidae,8
MCD,2020-05-26,5,26,2020,Night,1,9/28/2020,Aly,100,1,1,Bosminidae,1
MCD,2020-05-26,5,26,2020,Night,2,9/28/2020,Aly,100,1,2,Bosminidae,2
MCD,2020-05-26,5,26,2020,Night,3,9/28/2020,Aly,100,1,2,Bosminidae,2
MCD,2020-05-26,5,26,2020,Night,1,9/28/2020,Aly,100,1,2,Bosminidae,5
MCD,2020-05-26,5,26,2020,Night,1,9/28/2020,Aly,100,1,3,Bosminidae,8
SB,2020-05-28,5,28,2020,Night,5,9/28/2020,Aly,100,1,1,Bosminidae,1
SB,2020-05-28,5,28,2020,Night,3,9/28/2020,Aly,100,1,3,Bosminidae,1
MCD,2020-06-02,6,2,2020,Day,1,9/10/2020,Aly,100,1,1,Bosminidae,1
MCD,2020-06-02,6,2,2020,Day,3,9/17/2020,Aly,100,1,2,Bosminidae,1
MCD,2020-06-02,6,2,2020,Night,3,9/28/2020,Aly,100,1,1,Bosminidae,1
MCD,2020-06-02,6,2,2020,Day,3,9/17/2020,Aly,100,1,3,Bosminidae,2
MCD,2020-06-02,6,2,2020,Night,3,9/28/2020,Aly,100,1,2,Bosminidae,2
MCD,2020-06-02,6,2,2020,Day,2,9/24/2020,Aly,100,1,3,Bosminidae,3
MCD,2020-06-02,6,2,2020,Night,2,9/29/2020,Aly,100,1,1,Bosminidae,3
MCD,2020-06-02,6,2,2020,Night,3,9/28/2020,Aly,100,1,3,Bosminidae,5
MCD,2020-06-02,6,2,2020,Night,2,9/29/2020,Aly,100,1,3,Bosminidae,5
MCD,2020-06-02,6,2,2020,Night,2,9/29/2020,Aly,100,1,2,Bosminidae,6
SB,2020-06-04,6,4,2020,Night,1,9/29/2020,Aly,100,1,1,Bosminidae,1
SB,2020-06-18,6,18,2020,Day,1,9/17/2020,Aly,100,1,1,Bosminidae,1
SB,2020-06-18,6,18,2020,Day,2,9/17/2020,Aly,100,1,2,Bosminidae,1
SB,2020-06-18,6,18,2020,Day,2,9/17/2020,Aly,100,1,3,Bosminidae,1
MCD,2020-06-18,6,18,2020,Day,1,9/10/2020,Aly,100,1,1,Bosminidae,3
MCD,2020-06-18,6,18,2020,Day,2,9/23/2020,Aly,100,1,2,Bosminidae,4
MCD,2020-06-18,6,18,2020,Day,1,9/10/2020,Aly,100,1,3,Bosminidae,5
MCD,2020-06-18,6,18,2020,Day,3,9/24/2020,Aly,100,1,2,Bosminidae,9
MCD,2020-06-18,6,18,2020,Day,1,9/10/2020,Aly,100,1,2,Bosminidae,13
MCD,2020-06-23,6,23,2020,Night,3,9/18/2020,Aly,100,1,3,Bosminidae,1
MCD,2020-07-09,7,9,2020,Night,3,9/10/2020,Aly,100,1,2,Bosminidae,2
MCD,2020-07-09,7,9,2020,Night,3,9/10/2020,Aly,100,1,1,Bosminidae,8
MCD,2020-07-09,7,9,2020,Night,2,9/24/2020,Aly,100,1,3,Bosminidae,8
SB,2020-07-16,7,16,2020,Day,2,9/17/2020,Aly,100,1,1,Bosminidae,1
SB,2020-07-16,7,16,2020,Day,2,9/17/2020,Aly,100,1,2,Bosminidae,1
SB,2021-05-17,5,17,2021,Day,2,9/9/2021,Liv,100,1,1,Bosminidae,1
SB,2021-05-17,5,17,2021,Day,2,9/9/2021,Liv,100,1,3,Bosminidae,1
MCD,2021-05-17,5,17,2021,Day,3,9/9/2021,Liv,100,1,1,Bosminidae,1
MCD,2021-05-17,5,17,2021,Day,3,9/9/2021,Liv,100,1,2,Bosminidae,1
SB,2021-05-17,5,17,2021,Day,3,9/10/2021,Liv,100,1,2,Bosminidae,1
MCD,2021-05-17,5,17,2021,Day,1,5/27/2021,Aly,100,1,2,Bosminidae,2
MCD,2021-05-17,5,17,2021,Day,2,8/31/2021,Liv,100,1,3,Bosminidae,2
SB,2021-05-17,5,17,2021,Day,2,9/9/2021,Liv,100,1,2,Bosminidae,2
SB,2021-05-17,5,17,2021,Day,3,9/10/2021,Liv,100,1,1,Bosminidae,2
MCD,2021-05-17,5,17,2021,Day,1,5/27/2021,Aly,100,1,1,Bosminidae,3
SB,2021-05-17,5,17,2021,Day,1,8/30/2021,Liv,100,1,3,Bosminidae,3
MCD,2021-05-17,5,17,2021,Day,2,8/31/2021,Liv,100,1,2,Bosminidae,3
SB,2021-05-17,5,17,2021,Day,3,9/10/2021,Liv,100,1,3,Bosminidae,3
SB,2021-05-17,5,17,2021,Day,1,8/30/2021,Liv,100,1,2,Bosminidae,8
SB,2021-05-17,5,17,2021,Day,1,8/30/2021,Liv,100,1,1,Bosminidae,9
MCD,2021-06-02,6,2,2021,Day,2,8/31/2021,Liv,100,1,1,Bosminidae,1
MCD,2021-06-02,6,2,2021,Day,3,8/31/2021,Liv,100,1,1,Bosminidae,1
SB,2021-06-02,6,2,2021,Day,3,9/9/2021,Liv,100,1,3,Bosminidae,1
MCD,2021-06-02,6,2,2021,Day,1,9/9/2021,Liv,100,1,1,Bosminidae,1
MCD,2021-06-02,6,2,2021,Day,3,8/31/2021,Liv,100,1,2,Bosminidae,3
SB,2021-06-02,6,2,2021,Day,2,9/1/2021,Liv,100,1,1,Bosminidae,3
SB,2021-06-15,6,15,2021,Night,2,8/30/2021,Liv,100,1,2,Bosminidae,2
MCD,2021-06-16,6,16,2021,Day,1,9/1/2021,Liv,100,1,2,Bosminidae,1
MCD,2021-06-16,6,16,2021,Day,3,9/10/2021,Liv,100,1,3,Bosminidae,1
MCD,2021-06-16,6,16,2021,Day,2,9/10/2021,Liv,100,1,1,Bosminidae,1
MCD,2021-06-16,6,16,2021,Day,2,9/10/2021,Liv,100,1,3,Bosminidae,1
SB,2021-06-16,6,16,2021,Day,1,9/1/2021,Liv,100,1,2,Bosminidae,2
MCD,2021-06-16,6,16,2021,Day,3,9/10/2021,Liv,100,1,2,Bosminidae,3
MCD,2021-06-16,6,16,2021,Day,1,9/1/2021,Liv,100,1,1,Bosminidae,4
MCD,2021-07-07,7,7,2021,Day,1,8/31/2021,Liv,100,1,2,Bosminidae,1
MCD,2021-07-07,7,7,2021,Day,1,8/31/2021,Liv,100,1,3,Bosminidae,1
SB,2021-07-07,7,7,2021,Day,1,9/9/2021,Liv,100,1,1,Bosminidae,1
SB,2021-07-14,7,14,2021,Day,2,8/30/2021,Liv,100,1,2,Bosminidae,1
MCD,2021-07-28,7,28,2021,Day,2,8/30/2021,Liv,100,1,1,Bosminidae,1
MCD,2021-07-28,7,28,2021,Day,2,8/30/2021,Liv,100,1,2,Bosminidae,1
MCD,2021-07-28,7,28,2021,Day,3,8/31/2021,Liv,100,1,1,Bosminidae,1
MCD,2021-07-28,7,28,2021,Day,3,8/31/2021,Liv,100,1,3,Bosminidae,1
MCD,2021-08-10,8,10,2021,Day,3,9/10/2021,Liv,100,1,2,Bosminidae,1
SB,2022-06-01,6,1,2022,Night,1,6/13/2022,AM,100,1,1,Bosminidae,1
McD,2022-06-01,6,1,2022,Day,1,6/9/2022,QS,100,1,3,Bosminidae,2
McD,2022-06-01,6,1,2022,Day,1,6/9/2022,AM,100,1,2,Bosminidae,4
McD,2022-06-01,6,1,2022,Day,2,6/20/2022,Q,100,1,3,Bosminidae,4
McD,2022-06-01,6,1,2022,Day,3,6/20/2022,Q,100,1,2,Bosminidae,4
McD,2022-06-01,6,1,2022,Day,1,6/9/2022,MM,100,1,1,Bosmonidae,4
McD,2022-06-01,6,1,2022,Day,2,6/20/2022,Q,100,1,2,Bosminidae,10
McD,2022-06-01,6,1,2022,Day,2,6/20/2022,AM,100,1,1,Bosminidae,10
McD,2022-06-01,6,1,2022,Day,3,6/20/2022,AM,100,1,1,Bosminidae,12
SB,2022-06-02,6,2,2022,Day,1,6/15/2022,AM,100,1,1,Bosminidae,1
SB,2022-06-02,6,2,2022,Day,2,6/15/2022,AM,100,1,3,Bosminidae,1
SB,2022-06-02,6,2,2022,Day,1,6/15/2022,AM,100,1,2,Bosminidae,2
SB,2022-06-02,6,2,2022,Day,2,6/15/2022,AM,100,1,1,Bosminidae,2
SB,2022-06-02,6,2,2022,Day,2,6/15/2022,AM,100,1,2,Bosminidae,2
SB,2022-06-02,6,2,2022,Day,3,6/16/2022,AM,100,1,1,Bosminidae,2
SB,2022-06-02,6,2,2022,Night,2,6/20/2022,Q,100,1,2,Bosminidae,2
SB,2022-06-02,6,2,2022,Night,3,6/20/2022,AM,100,1,3,Bosminidae,2
McD,2022-06-02,6,2,2022,Night,2,6/22/2022,Q,100,1,3,Bosminidae,2
SB,2022-06-02,6,2,2022,Night,2,6/20/2022,Q,100,1,1,Bosminidae,3
SB,2022-06-02,6,2,2022,Night,3,6/20/2022,Q,100,1,2,Bosminidae,4
McD,2022-06-02,6,2,2022,Night,1,6/21/2022,AM,100,1,3,Bosminidae,4
McD,2022-06-02,6,2,2022,Night,3,6/22/2022,AM,100,1,1,Bosminidae,4
McD,2022-06-02,6,2,2022,Night,3,6/22/2022,Q,100,1,2,Bosminidae,4
McD,2022-06-02,6,2,2022,Night,3,6/22/2022,AM,100,1,3,Bosminidae,5
McD,2022-06-02,6,2,2022,Day,3,6/21/2022,AM,100,1,3,Bosminidae,6
McD,2022-06-02,6,2,2022,Night,1,6/21/2022,AM,100,1,1,Bosminidae,6
McD,2022-06-02,6,2,2022,Night,2,6/22/2022,AM,100,1,2,Bosminidae,7
McD,2022-06-13,6,13,2022,Day,1,6/22/2022,Q,100,1,1,Bosminidae,1
McD,2022-06-13,6,13,2022,Day,1,6/22/2022,AM,100,1,2,Bosminidae,1
McD,2022-06-13,6,13,2022,Day,3,6/22/2022,AM,100,1,3,Bosminidae,1
McD,2022-06-13,6,13,2022,Day,1,6/22/2022,AM,100,1,3,Bosminidae,2
McD,2022-06-13,6,13,2022,Day,2,6/22/2022,AM,100,1,2,Bosminidae,3
McD,2022-06-13,6,13,2022,Day,2,6/22/2022,Q,100,1,3,Bosminidae,4
McD,2022-06-14,6,14,2022,Night,1,6/23/2022,Q,100,1,3,Bosminidae,1
McD,2022-06-14,6,14,2022,Night,1,6/23/2022,Q,100,1,1,Bosminidae,2
McD,2022-06-14,6,14,2022,Night,2,6/23/2022,Q,100,1,2,Bosminidae,2
McD,2022-06-14,6,14,2022,Night,3,6/23/2022,AM,100,1,2,Bosminidae,2
McD,2022-06-14,6,14,2022,Night,2,6/23/2022,AM,100,1,3,Bosminidae,3
McD,2022-06-14,6,14,2022,Night,1,6/23/2022,AM,100,1,2,Bosminidae,4
McD,2022-06-14,6,14,2022,Night,3,6/23/2022,Q,100,1,3,Bosminidae,8
MCD,2022-07-11,7,11,2022,Day,1,8/1/2022,AM,100,1,3,Bosminidae,1
MCD,2022-07-11,7,11,2022,Day,2,8/2/2022,AM,100,1,2,Bosminidae,1
MCD,2022-07-11,7,11,2022,Day,3,8/3/2022,AM,100,1,3,Bosminidae,1
SB,2022-07-12,7,12,2022,Day,1,8/3/2022,AM,100,1,1,Bosminidae,1
SB,2022-07-12,7,12,2022,Day,1,8/3/2022,AM,100,1,3,Bosminidae,1
SB,2022-07-12,7,12,2022,Day,2,8/3/2022,AM,100,1,1,Bosminidae,1
SB,2022-07-12,7,12,2022,Day,2,8/3/2022,AM,100,1,2,Bosminidae,1
MCD,2022-07-12,7,12,2022,Night,3,8/11/2022,AM,100,1,1,Bosminidae,1
MCD,2022-07-12,7,12,2022,Night,3,8/11/2022,AM,100,1,3,Bosminidae,1
SB,2022-07-12,7,12,2022,Day,2,8/3/2022,AM,100,1,3,Bosminidae,2
MCD,2022-07-12,7,12,2022,Night,1,8/4/2022,AM,100,1,3,Bosminidae,2
MCD,2022-07-12,7,12,2022,Night,3,8/11/2022,AM,100,1,2,Bosminidae,2
MCD,2022-07-12,7,12,2022,Night,1,8/4/2022,AM,100,1,2,Bosminidae,3
SB,2022-07-14,7,14,2022,Night,1,7/15/2022,AM,100,1,1,Bosminidae,1
SB,2022-07-14,7,14,2022,Night,2,8/1/2022,AM,100,1,1,Bosminidae,1
SB,2022-07-14,7,14,2022,Night,2,8/1/2022,AM,100,1,3,Bosminidae,1
SB,2022-08-08,8,8,2022,Night,1,8/12/2022,AM,100,1,1,Bosminidae,5
SB,2022-08-08,8,8,2022,Night,3,8/15/2022,AM,100,1,1,Bosminidae,6
SB,2022-08-08,8,8,2022,Night,1,8/12/2022,AM,100,1,2,Bosminidae,8
SB,2022-08-08,8,8,2022,Night,1,8/12/2022,AM,100,1,3,Bosminidae,8
SB,2022-08-08,8,8,2022,Night,3,8/15/2022,AM,100,1,2,Bosminidae,9
SB,2022-08-08,8,8,2022,Night,3,8/15/2022,AM,100,1,3,Bosminidae,9
SB,2022-08-08,8,8,2022,Night,2,8/12/2022,AM,100,1,3,Bosminidae,15
SB,2022-08-08,8,8,2022,Night,2,8/12/2022,AM,100,1,1,Bosminidae,18
SB,2022-08-08,8,8,2022,Night,2,8/12/2022,AM,100,1,2,Bosminidae,20
MCD,2022-08-09,8,9,2022,Night,1,8/16/2022,AM,100,1,1,Bosminidae,1
MCD,2022-08-09,8,9,2022,Night,1,8/16/2022,AM,100,1,3,Bosminidae,1
SB,2022-08-09,8,9,2022,Day,1,8/11/2022,AM,100,1,3,Bosminidae,8
SB,2022-08-09,8,9,2022,Day,1,8/11/2022,AM,100,1,1,Bosminidae,12
SB,2022-08-09,8,9,2022,Day,1,8/11/2022,AM,100,1,2,Bosminidae,21
SB,2022-08-09,8,9,2022,Day,3,8/12/2022,AM,100,1,1,Bosminidae,22
SB,2022-08-09,8,9,2022,Day,2,8/11/2022,AM,100,1,2,Bosminidae,23
SB,2022-08-09,8,9,2022,Day,2,8/11/2022,AM,100,1,3,Bosminidae,23
SB,2022-08-09,8,9,2022,Day,3,8/12/2022,AM,100,1,2,Bosminidae,24
SB,2022-08-09,8,9,2022,Day,3,8/12/2022,AM,100,1,3,Bosminidae,25
SB,2022-08-09,8,9,2022,Day,2,8/11/2022,AM,100,1,1,Bosminidae,34
SB,2023-06-12,6,12,2023,Night,2,6/29/2023,EM,100,1,1,Bosminidae,1
SB,2023-06-12,6,12,2023,Night,3,6/29/2023,EM,100,1,3,Bosminidae,1
SB,2023-06-12,6,12,2023,Night,3,6/29/2023,EM,100,1,1,Bosminidae,2
SB,2023-06-12,6,12,2023,Night,3,6/29/2023,EM,100,1,2,Bosminidae,2
SB,2023-06-12,6,12,2023,Night,2,6/29/2023,EM,100,1,2,Bosminidae,3
SB,2023-06-12,6,12,2023,Night,1,6/29/2023,EM,100,1,3,Bosminidae,4
SB,2023-06-12,6,12,2023,Night,1,6/29/2023,EM,100,1,2,Bosminidae,5
SB,2023-06-12,6,12,2023,Night,1,6/29/2023,EM,100,1,1,Bosminidae,7
McD,2023-06-12,6,12,2023,Day,1,6/19/2023,EM,100,1,1,Bosminidae,14
McD,2023-06-12,6,12,2023,Day,1,6/19/2023,EM,100,1,2,Bosminidae,14
McD,2023-06-12,6,12,2023,Day,3,6/26/2023,EM,100,1,3,Bosminidae,14
McD,2023-06-12,6,12,2023,Day,2,6/20/2023,EM,100,1,2,Bosminidae,15
McD,2023-06-12,6,12,2023,Day,1,6/19/2023,EM,100,1,3,Bosminidae,18
McD,2023-06-12,6,12,2023,Day,3,6/22/2023,EM,100,1,1,Bosminidae,21
McD,2023-06-12,6,12,2023,Day,2,6/20/2023,EM,100,1,1,Bosminidae,23
McD,2023-06-12,6,12,2023,Day,3,6/26/2023,EM,100,1,2,Bosminidae,23
McD,2023-06-12,6,12,2023,Day,2,6/20/2023,EM,100,1,3,Bosminidae,27
McD,2023-06-13,6,13,2023,Night,3,6/19/2023,EM,100,1,1,Bosminidae,9
McD,2023-06-13,6,13,2023,Night,2,6/19/2023,EM,100,1,3,Bosminidae,12
McD,2023-06-13,6,13,2023,Night,3,6/19/2023,EM,100,1,3,Bosminidae,15
McD,2023-06-13,6,13,2023,Night,3,6/19/2023,EM,100,1,2,Bosminidae,16
McD,2023-06-13,6,13,2023,Night,1,6/19/2023,"QS, EM, JA",100,1,2,Bosminidae,20
McD,2023-06-13,6,13,2023,Night,2,6/19/2023,EM,100,1,2,Bosminidae,20
McD,2023-06-13,6,13,2023,Night,2,6/19/2023,EM,100,1,1,Bosminidae,21
McD,2023-06-13,6,13,2023,Night,1,6/19/2023,"QS, EM, JA",100,1,1,Bosminidae,33
McD,2023-06-13,6,13,2023,Night,1,6/19/2023,"QS, EM, JA",100,1,3,Bosminidae,33
SB,2023-06-14,6,14,2023,Day,2,6/26/2023,EM,100,1,1,Bosminidae,1
SB,2023-06-14,6,14,2023,Day,2,6/26/2023,EM,100,1,2,Bosminidae,1
SB,2023-06-14,6,14,2023,Day,2,6/26/2023,EM,100,1,3,Bosminidae,1
SB,2023-06-14,6,14,2023,Day,1,6/26/2023,EM,100,1,2,Bosminidae,5
SB,2023-06-14,6,14,2023,Day,1,6/26/2023,EM,100,1,3,Bosminidae,6
SB,2023-06-14,6,14,2023,Day,1,6/26/2023,EM,100,1,1,Bosminidae,7
McD,2023-07-10,7,10,2023,Day,2,8/11/2023,EM,100,1,3,Bosminidae,1
McD,2023-07-10,7,10,2023,Day,3,8/11/2023,EM,100,1,1,Bosminidae,1
SB,2023-07-10,7,10,2023,Night,2,10/31/2023,AM,100,1,2,Bosminidae,1
